@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
694,'2024/12/19 00:10:22:019',47,-0.046153,-0.002877,0.027231,0.312149,-1.265466,1.735362,?,?,5
695,'2024/12/19 00:10:22:185',47,-0.018431,-0.001887,-0.040219,0.356704,-1.2548,1.71436,?,?,5
696,'2024/12/19 00:10:23:787',48,-0.013906,0.024747,0.012677,1.359526,-0.082074,0.31294,?,?,5
697,'2024/12/19 00:10:23:987',48,0.140915,-0.028859,-0.054553,1.324089,-0.33045,0.544748,?,?,5
698,'2024/12/19 00:10:24:185',48,0.06429,0.0676,-0.023278,1.176739,-1.017029,1.263783,?,?,5
699,'2024/12/19 00:10:24:384',48,0.009957,0.044376,0.023151,0.888935,-1.208593,1.510612,?,?,5
700,'2024/12/19 00:10:24:640',48,-0.009577,0.013565,0.004267,0.622539,-1.244504,1.595564,?,?,5
701,'2024/12/19 00:10:24:786',48,-0.009191,0.002054,0.009031,0.406847,-1.246624,1.647952,?,?,5
702,'2024/12/19 00:10:24:985',48,-0.036772,-0.014765,-0.011337,0.255382,-1.244473,1.671943,?,?,5
703,'2024/12/19 00:10:25:189',48,-0.049632,0.004953,-0.018333,0.260135,-1.225189,1.666553,?,?,5
704,'2024/12/19 00:10:25:382',48,0.025356,0.000371,-0.006467,0.314666,-1.22055,1.647899,?,?,5
705,'2024/12/19 00:10:26:985',49,0.006176,0.012786,-0.009693,1.36107,0.059715,0.206621,?,?,5
706,'2024/12/19 00:10:27:260',49,0.05473,0.006965,-0.008922,1.358628,-0.03006,0.295022,?,?,5
707,'2024/12/19 00:10:27:456',49,0.071048,-0.005762,-0.060163,1.26126,-0.794362,1.107764,?,?,5
708,'2024/12/19 00:10:27:660',49,-0.038678,0.061462,0.00449,0.938111,-1.185978,1.569031,?,?,5
709,'2024/12/19 00:10:27:785',49,-0.02609,0.020501,0.023764,0.647416,-1.227781,1.660058,?,?,5
710,'2024/12/19 00:10:27:985',49,-0.030406,-0.014784,-0.025477,0.409731,-1.21551,1.671236,?,?,5
711,'2024/12/19 00:10:28:184',49,-0.007419,0.002934,-0.002306,0.257321,-1.225334,1.687748,?,?,5
712,'2024/12/19 00:10:28:384',49,-0.034431,-0.009533,-0.028751,0.210587,-1.227216,1.685255,?,?,5
713,'2024/12/19 00:10:28:584',49,-0.005777,-0.014154,0.008212,0.226172,-1.226668,1.683462,?,?,5
714,'2024/12/19 00:10:30:405',50,-0.015137,0.006494,0.010125,1.378704,0.165076,0.092535,?,?,5
715,'2024/12/19 00:10:30:588',50,0.096346,-0.023885,-0.076563,1.350602,-0.217091,0.470431,?,?,5
716,'2024/12/19 00:10:30:783',50,0.068268,0.072288,-0.044507,1.179299,-0.986493,1.255584,?,?,5
717,'2024/12/19 00:10:31:047',50,-0.029061,0.038422,0.032676,0.865044,-1.219799,1.519799,?,?,5
718,'2024/12/19 00:10:31:186',50,-0.040084,0.022551,0.01182,0.600748,-1.261675,1.610972,?,?,5
719,'2024/12/19 00:10:31:654',50,0.001551,0.011067,0.014491,0.392563,-1.270922,1.661744,?,?,5
720,'2024/12/19 00:10:31:655',50,-0.015886,0.002945,-0.013126,0.247436,-1.2684,1.688755,?,?,5
721,'2024/12/19 00:10:31:784',50,-0.030213,-0.007664,-0.001387,0.207724,-1.265042,1.698197,?,?,5
722,'2024/12/19 00:10:31:984',50,-0.012427,-0.005849,-0.032646,0.220465,-1.261878,1.693563,?,?,5
723,'2024/12/19 00:10:33:601',51,-0.005984,0.015079,-0.034599,1.377477,0.001445,0.298479,?,?,5
724,'2024/12/19 00:10:33:822',51,-0.002589,-0.01571,-0.004419,1.378848,0.000695,0.291969,?,?,5
725,'2024/12/19 00:10:34:008',51,0.068743,0.01711,-0.004505,1.360874,-0.305394,0.58976,?,?,5
726,'2024/12/19 00:10:34:214',51,-0.006418,-0.001433,0.018108,1.183907,-0.965661,1.264336,?,?,5
727,'2024/12/19 00:10:34:385',51,0.003616,0.026428,0.001577,0.857571,-1.218826,1.533926,?,?,5
728,'2024/12/19 00:10:34:728',51,-0.019038,0.015477,0.036906,0.572467,-1.271305,1.622053,?,?,5
729,'2024/12/19 00:10:34:783',51,-0.068493,0.003793,-0.018591,0.344019,-1.271607,1.654872,?,?,5
730,'2024/12/19 00:10:35:138',51,-0.032019,-0.015689,-0.001349,0.202785,-1.284299,1.673704,?,?,5
731,'2024/12/19 00:10:35:183',51,0.008191,0.008358,0.021098,0.181689,-1.291627,1.677718,?,?,5
732,'2024/12/19 00:10:35:547',51,-0.018324,-0.000718,-0.018584,0.187249,-1.291436,1.674393,?,?,5
733,'2024/12/19 00:10:37:286',52,-0.003715,0.020232,0.008367,1.395177,0.103278,0.209978,?,?,5
734,'2024/12/19 00:10:37:387',52,0.104341,-0.065933,-0.035249,1.346611,-0.413264,0.722886,?,?,5
735,'2024/12/19 00:10:37:698',52,0.004857,0.092416,-0.032137,1.108767,-1.10082,1.403745,?,?,5
736,'2024/12/19 00:10:37:786',52,-0.028004,0.020211,0.027833,0.77374,-1.265954,1.576243,?,?,5
737,'2024/12/19 00:10:38:005',52,-0.007439,-0.011793,-0.001242,0.525858,-1.301348,1.630867,?,?,5
738,'2024/12/19 00:10:38:341',52,-0.033601,0.004889,-0.011283,0.313272,-1.314438,1.674789,?,?,5
739,'2024/12/19 00:10:38:385',52,-0.049652,-0.012318,0.004525,0.177656,-1.314409,1.693191,?,?,5
740,'2024/12/19 00:10:38:619',52,-0.037599,0.004909,-0.026236,0.171087,-1.305031,1.68683,?,?,5
741,'2024/12/19 00:10:49:984',53,-0.007757,0.012761,-0.010816,0.804053,-0.10286,0.436132,?,?,0
742,'2024/12/19 00:10:50:185',53,-0.004973,0.002256,0.009204,0.807722,-0.104864,0.436087,?,?,0
743,'2024/12/19 00:10:50:384',53,0.006543,0.004668,0.000784,0.809712,-0.103786,0.435162,?,?,0
744,'2024/12/19 00:10:50:600',53,-0.001919,0.00867,0.001929,0.80994,-0.101018,0.436106,?,?,0
745,'2024/12/19 00:10:50:863',53,-0.004024,0.008403,0.008123,0.811058,-0.101071,0.436647,?,?,0
746,'2024/12/19 00:10:51:008',53,-0.005352,0.009047,-0.002194,0.810709,-0.101212,0.436907,?,?,0
747,'2024/12/19 00:10:51:215',53,0.002157,0.008445,-0.009404,0.811054,-0.101051,0.436857,?,?,0
748,'2024/12/19 00:10:51:385',53,-0.005397,0.011862,0.006681,0.812492,-0.101226,0.438088,?,?,0
749,'2024/12/19 00:10:51:728',53,-0.001325,0.008106,-0.004774,0.812135,-0.10114,0.438811,?,?,0
750,'2024/12/19 00:10:51:785',53,-0.012328,0.011787,0.003903,0.812961,-0.101851,0.438794,?,?,0
751,'2024/12/19 00:10:52:034',53,-0.001745,0.005502,-0.020593,0.81212,-0.101884,0.438755,?,?,0
752,'2024/12/19 00:10:52:238',53,-0.017612,0.008628,0.0027,0.813004,-0.102028,0.439225,?,?,0
753,'2024/12/19 00:10:52:442',53,0.001609,0.007523,-0.00575,0.812818,-0.100616,0.437962,?,?,0
754,'2024/12/19 00:10:52:584',53,0.002675,0.003514,0.000962,0.814534,-0.101892,0.437965,?,?,0
755,'2024/12/19 00:10:52:784',53,-0.010198,0.010556,0.002386,0.815079,-0.101623,0.438,?,?,0
756,'2024/12/19 00:10:53:017',53,-0.011978,0.009646,0.011318,0.816045,-0.100035,0.437505,?,?,0
757,'2024/12/19 00:10:53:263',53,-0.002908,0.00572,0.004089,0.815926,-0.099002,0.436591,?,?,0
758,'2024/12/19 00:10:53:383',53,-0.004402,0.007567,0.005054,0.816106,-0.099515,0.436873,?,?,0
759,'2024/12/19 00:10:53:585',53,-0.000226,0.005192,0.009956,0.816136,-0.099131,0.436423,?,?,0
760,'2024/12/19 00:10:53:784',53,-0.003675,0.009328,0.000869,0.816026,-0.099521,0.437324,?,?,0
761,'2024/12/19 00:10:54:186',53,-0.006857,0.009379,0.001059,0.816123,-0.10017,0.437063,?,?,0
762,'2024/12/19 00:10:54:186',53,-0.001665,0.005821,0.003346,0.816074,-0.100281,0.437051,?,?,0
763,'2024/12/19 00:10:54:492',53,-0.014435,0.011207,0.010432,0.815472,-0.101204,0.439077,?,?,0
764,'2024/12/19 00:10:54:584',53,0.002282,0.006772,-0.011934,0.813324,-0.100473,0.43873,?,?,0
765,'2024/12/19 00:10:54:903',53,-0.016432,0.015418,0.000794,0.813448,-0.101994,0.439933,?,?,0
766,'2024/12/19 00:10:55:047',53,0.005935,0.006731,-0.012632,0.813331,-0.102089,0.438871,?,?,0
767,'2024/12/19 00:10:55:185',53,-0.012212,0.014283,-0.004083,0.81453,-0.104025,0.441735,?,?,0
768,'2024/12/19 00:10:55:384',53,-0.00686,0.01088,0.007142,0.815374,-0.104291,0.441271,?,?,0
769,'2024/12/19 00:10:55:583',53,-0.001719,0.006138,-0.002187,0.815468,-0.104927,0.442771,?,?,0
770,'2024/12/19 00:10:55:786',53,-0.007647,0.010582,0.010162,0.817546,-0.103646,0.442411,?,?,0
771,'2024/12/19 00:10:55:984',53,0.003575,0.006,-0.006465,0.817339,-0.101793,0.441597,?,?,0
772,'2024/12/19 00:10:56:184',53,-0.008346,0.008187,-0.007219,0.817792,-0.102847,0.442527,?,?,0
773,'2024/12/19 00:10:56:541',53,0.000357,0.004633,0.00711,0.818955,-0.101007,0.44185,?,?,0
774,'2024/12/19 00:10:56:622',53,-0.009614,0.008591,0.00058,0.819076,-0.10083,0.443126,?,?,0
775,'2024/12/19 00:10:56:949',53,-0.000277,0.006578,-0.006629,0.821158,-0.099973,0.442295,?,?,0
776,'2024/12/19 00:10:56:984',53,-0.001378,0.007816,-0.002927,0.821474,-0.101153,0.442955,?,?,0
777,'2024/12/19 00:10:57:255',53,-0.00225,0.008272,0.007769,0.822817,-0.100913,0.442764,?,?,0
778,'2024/12/19 00:10:57:460',53,0.000321,0.007734,0.003208,0.822026,-0.101289,0.442968,?,?,0
779,'2024/12/19 00:10:57:768',53,-0.003349,0.011449,0.002297,0.822665,-0.102203,0.442684,?,?,0
780,'2024/12/19 00:10:57:784',53,-0.007444,0.009588,-0.012534,0.821701,-0.104815,0.445429,?,?,0
781,'2024/12/19 00:10:58:139',53,-0.003433,0.0103,0.007686,0.824589,-0.104778,0.447329,?,?,0
782,'2024/12/19 00:10:58:193',53,-0.002281,0.007558,-0.000139,0.82572,-0.102317,0.445341,?,?,0
783,'2024/12/19 00:10:58:385',53,-0.000249,0.007901,0.0043,0.827443,-0.102625,0.445049,?,?,0
784,'2024/12/19 00:10:58:794',53,-0.005559,0.006774,0.0045,0.829048,-0.104985,0.446374,?,?,0
785,'2024/12/19 00:10:58:794',53,0.001371,0.009055,0.003322,0.828675,-0.105015,0.446516,?,?,0
786,'2024/12/19 00:10:58:996',53,-0.004256,0.008511,-0.003478,0.829338,-0.104756,0.447128,?,?,0
787,'2024/12/19 00:10:59:305',53,0.008277,0.007725,-0.00741,0.830774,-0.104451,0.448291,?,?,0
788,'2024/12/19 00:10:59:385',53,-0.006159,0.009588,0.006183,0.831251,-0.106644,0.449643,?,?,0
789,'2024/12/19 00:10:59:610',53,0.000106,0.005437,-0.002145,0.831137,-0.10776,0.450454,?,?,0
790,'2024/12/19 00:10:59:785',53,-0.007124,0.004184,0.004096,0.831248,-0.108734,0.451234,?,?,0
791,'2024/12/19 00:11:00:125',53,0.002524,0.015804,0.003109,0.833118,-0.10844,0.452931,?,?,0
792,'2024/12/19 00:11:00:184',53,-0.004341,0.010113,0.001154,0.834435,-0.110017,0.453641,?,?,0
793,'2024/12/19 00:11:00:534',53,-0.005512,0.006388,0.005928,0.835183,-0.10961,0.452263,?,?,0
794,'2024/12/19 00:11:00:585',53,0.00484,0.013575,-0.001042,0.835591,-0.108366,0.45204,?,?,0
795,'2024/12/19 00:11:00:944',53,-0.007453,0.006706,0.006699,0.836453,-0.111686,0.453122,?,?,0
796,'2024/12/19 00:11:00:985',53,-0.005651,0.007842,-0.002387,0.835826,-0.112664,0.452133,?,?,0
797,'2024/12/19 00:11:01:251',53,-0.004482,0.005786,0.004244,0.836197,-0.112563,0.451958,?,?,0
798,'2024/12/19 00:11:01:385',53,-0.00109,0.004795,0.005195,0.837154,-0.112026,0.45306,?,?,0
799,'2024/12/19 00:11:01:585',53,0.004091,0.004728,0.003445,0.838103,-0.112385,0.4538,?,?,0
800,'2024/12/19 00:11:01:865',53,0.005752,0.003453,-0.002506,0.838911,-0.112369,0.454744,?,?,0
801,'2024/12/19 00:11:01:985',53,-0.00558,0.0077,0.004546,0.839559,-0.11347,0.456024,?,?,0
802,'2024/12/19 00:11:02:186',53,-0.000162,0.003807,0.006501,0.839647,-0.113184,0.456645,?,?,0
803,'2024/12/19 00:11:02:491',53,-0.00216,0.006034,0.001341,0.840514,-0.113618,0.457428,?,?,0
804,'2024/12/19 00:11:02:584',53,-0.004178,0.009281,-0.001896,0.840556,-0.115045,0.458018,?,?,0
805,'2024/12/19 00:11:02:788',53,-0.000559,0.004914,-0.005696,0.839819,-0.114195,0.457217,?,?,0
806,'2024/12/19 00:11:03:196',53,-0.008515,0.008634,-0.001027,0.840593,-0.114699,0.458534,?,?,0
807,'2024/12/19 00:11:03:197',53,-0.001856,0.006584,-0.002913,0.840882,-0.115,0.457899,?,?,0
808,'2024/12/19 00:11:03:504',53,-0.004664,0.007332,-0.000216,0.840425,-0.116091,0.457928,?,?,0
809,'2024/12/19 00:11:03:586',53,-0.000406,0.006199,0.00241,0.840717,-0.115439,0.457054,?,?,0
810,'2024/12/19 00:11:03:913',53,-0.004853,0.00785,0.006988,0.84079,-0.115324,0.456514,?,?,0
811,'2024/12/19 00:11:03:984',53,-0.002458,0.004697,-0.004032,0.840432,-0.115437,0.455401,?,?,0
812,'2024/12/19 00:11:04:221',53,-0.002334,0.008062,0.004861,0.841268,-0.115964,0.456034,?,?,0
813,'2024/12/19 00:11:04:423',53,0.000621,0.00453,0.005025,0.842838,-0.114775,0.455948,?,?,0
